
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 21, 'alpha': 1.27152056055983, 'normalize_similarity': True} - results: ROC_AUC: 0.0744158, PRECISION: 0.0136831, PRECISION_RECALL_MIN_DEN: 0.0561330, RECALL: 0.0551520, MAP: 0.0241549, MRR: 0.0496672, NDCG: 0.0374644, F1: 0.0219200, HIT_RATE: 0.1368307, ARHR: 0.0526474, NOVELTY: 0.0053188, AVERAGE_POPULARITY: 0.0329757, DIVERSITY_MEAN_INTER_LIST: 0.9947446, DIVERSITY_HERFINDAHL: 0.9994556, COVERAGE_ITEM: 0.4969856, COVERAGE_ITEM_CORRECT: 0.0232839, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0805587, DIVERSITY_GINI: 0.2408942, SHANNON_ENTROPY: 12.7622622, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 322, 'alpha': 1.4466990217130233, 'normalize_similarity': False} - results: ROC_AUC: 0.0736560, PRECISION: 0.0148351, PRECISION_RECALL_MIN_DEN: 0.0620681, RECALL: 0.0610829, MAP: 0.0247209, MRR: 0.0489021, NDCG: 0.0393208, F1: 0.0238708, HIT_RATE: 0.1483510, ARHR: 0.0524293, NOVELTY: 0.0052328, AVERAGE_POPULARITY: 0.0451331, DIVERSITY_MEAN_INTER_LIST: 0.9953930, DIVERSITY_HERFINDAHL: 0.9995204, COVERAGE_ITEM: 0.4976785, COVERAGE_ITEM_CORRECT: 0.0243619, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0855920, DIVERSITY_GINI: 0.2404047, SHANNON_ENTROPY: 12.7430237, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 516, 'alpha': 1.7368931506637695, 'normalize_similarity': False} - results: ROC_AUC: 0.0681859, PRECISION: 0.0136185, PRECISION_RECALL_MIN_DEN: 0.0596482, RECALL: 0.0589060, MAP: 0.0233825, MRR: 0.0451868, NDCG: 0.0372427, F1: 0.0221197, HIT_RATE: 0.1361852, ARHR: 0.0480897, NOVELTY: 0.0052346, AVERAGE_POPULARITY: 0.0465536, DIVERSITY_MEAN_INTER_LIST: 0.9953215, DIVERSITY_HERFINDAHL: 0.9995133, COVERAGE_ITEM: 0.4948450, COVERAGE_ITEM_CORRECT: 0.0226603, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0798792, DIVERSITY_GINI: 0.2404499, SHANNON_ENTROPY: 12.7406356, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 43, 'alpha': 1.4115810261545896, 'normalize_similarity': False} - results: ROC_AUC: 0.0620754, PRECISION: 0.0119696, PRECISION_RECALL_MIN_DEN: 0.0505453, RECALL: 0.0498174, MAP: 0.0206717, MRR: 0.0412524, NDCG: 0.0325917, F1: 0.0192976, HIT_RATE: 0.1196957, ARHR: 0.0438423, NOVELTY: 0.0053693, AVERAGE_POPULARITY: 0.0282469, DIVERSITY_MEAN_INTER_LIST: 0.9961872, DIVERSITY_HERFINDAHL: 0.9995998, COVERAGE_ITEM: 0.5332127, COVERAGE_ITEM_CORRECT: 0.0222907, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0702152, DIVERSITY_GINI: 0.2832518, SHANNON_ENTROPY: 13.0429937, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 199, 'alpha': 0.8204939830092299, 'normalize_similarity': False} - results: ROC_AUC: 0.1148232, PRECISION: 0.0232419, PRECISION_RECALL_MIN_DEN: 0.0855789, RECALL: 0.0831235, MAP: 0.0374121, MRR: 0.0806219, NDCG: 0.0579537, F1: 0.0363225, HIT_RATE: 0.2324194, ARHR: 0.0895686, NOVELTY: 0.0051196, AVERAGE_POPULARITY: 0.0562612, DIVERSITY_MEAN_INTER_LIST: 0.9939074, DIVERSITY_HERFINDAHL: 0.9993719, COVERAGE_ITEM: 0.4858441, COVERAGE_ITEM_CORRECT: 0.0320308, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1240216, DIVERSITY_GINI: 0.2107553, SHANNON_ENTROPY: 12.4502792, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 897, 'alpha': 1.5745025273975288, 'normalize_similarity': False} - results: ROC_AUC: 0.0734757, PRECISION: 0.0148467, PRECISION_RECALL_MIN_DEN: 0.0636629, RECALL: 0.0627504, MAP: 0.0251338, MRR: 0.0487079, NDCG: 0.0399360, F1: 0.0240076, HIT_RATE: 0.1484671, ARHR: 0.0520446, NOVELTY: 0.0052084, AVERAGE_POPULARITY: 0.0510342, DIVERSITY_MEAN_INTER_LIST: 0.9949085, DIVERSITY_HERFINDAHL: 0.9994720, COVERAGE_ITEM: 0.4902791, COVERAGE_ITEM_CORRECT: 0.0235996, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0862715, DIVERSITY_GINI: 0.2341758, SHANNON_ENTROPY: 12.6753115, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 526, 'alpha': 1.914300625377997, 'normalize_similarity': False} - results: ROC_AUC: 0.0652234, PRECISION: 0.0129856, PRECISION_RECALL_MIN_DEN: 0.0575458, RECALL: 0.0568570, MAP: 0.0224571, MRR: 0.0433337, NDCG: 0.0357843, F1: 0.0211400, HIT_RATE: 0.1298565, ARHR: 0.0459361, NOVELTY: 0.0052417, AVERAGE_POPULARITY: 0.0457915, DIVERSITY_MEAN_INTER_LIST: 0.9953936, DIVERSITY_HERFINDAHL: 0.9995205, COVERAGE_ITEM: 0.4949143, COVERAGE_ITEM_CORRECT: 0.0219442, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0767837, DIVERSITY_GINI: 0.2420830, SHANNON_ENTROPY: 12.7560447, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 400, 'alpha': 0.32532171297867835, 'normalize_similarity': False} - results: ROC_AUC: 0.1365289, PRECISION: 0.0275247, PRECISION_RECALL_MIN_DEN: 0.1003474, RECALL: 0.0977393, MAP: 0.0450473, MRR: 0.0972010, NDCG: 0.0694465, F1: 0.0429515, HIT_RATE: 0.2752470, ARHR: 0.1090626, NOVELTY: 0.0047131, AVERAGE_POPULARITY: 0.1185152, DIVERSITY_MEAN_INTER_LIST: 0.9791740, DIVERSITY_HERFINDAHL: 0.9978988, COVERAGE_ITEM: 0.3727969, COVERAGE_ITEM_CORRECT: 0.0285967, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441550, DIVERSITY_GINI: 0.1060575, SHANNON_ENTROPY: 10.9673151, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 351, 'alpha': 1.5192419443388754, 'normalize_similarity': False} - results: ROC_AUC: 0.0714896, PRECISION: 0.0143690, PRECISION_RECALL_MIN_DEN: 0.0613941, RECALL: 0.0605085, MAP: 0.0240591, MRR: 0.0471747, NDCG: 0.0384472, F1: 0.0232212, HIT_RATE: 0.1436904, ARHR: 0.0504737, NOVELTY: 0.0052357, AVERAGE_POPULARITY: 0.0451396, DIVERSITY_MEAN_INTER_LIST: 0.9954060, DIVERSITY_HERFINDAHL: 0.9995217, COVERAGE_ITEM: 0.4966468, COVERAGE_ITEM_CORRECT: 0.0237690, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0834277, DIVERSITY_GINI: 0.2407920, SHANNON_ENTROPY: 12.7469302, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 49, 'alpha': 1.8630655269327185, 'normalize_similarity': False} - results: ROC_AUC: 0.0580575, PRECISION: 0.0110829, PRECISION_RECALL_MIN_DEN: 0.0480313, RECALL: 0.0474191, MAP: 0.0194031, MRR: 0.0382489, NDCG: 0.0306597, F1: 0.0179634, HIT_RATE: 0.1108286, ARHR: 0.0403228, NOVELTY: 0.0053640, AVERAGE_POPULARITY: 0.0290116, DIVERSITY_MEAN_INTER_LIST: 0.9962075, DIVERSITY_HERFINDAHL: 0.9996019, COVERAGE_ITEM: 0.5284466, COVERAGE_ITEM_CORRECT: 0.0207507, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0662640, DIVERSITY_GINI: 0.2798764, SHANNON_ENTROPY: 13.0272260, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 115, 'alpha': 1.9849683115291268, 'normalize_similarity': False} - results: ROC_AUC: 0.0607937, PRECISION: 0.0117652, PRECISION_RECALL_MIN_DEN: 0.0521004, RECALL: 0.0514881, MAP: 0.0208738, MRR: 0.0403543, NDCG: 0.0329286, F1: 0.0191504, HIT_RATE: 0.1176518, ARHR: 0.0425586, NOVELTY: 0.0053053, AVERAGE_POPULARITY: 0.0353597, DIVERSITY_MEAN_INTER_LIST: 0.9959943, DIVERSITY_HERFINDAHL: 0.9995806, COVERAGE_ITEM: 0.5102830, COVERAGE_ITEM_CORRECT: 0.0212512, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0702655, DIVERSITY_GINI: 0.2596065, SHANNON_ENTROPY: 12.9044658, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 550, 'alpha': 0.9190911626458915, 'normalize_similarity': True} - results: ROC_AUC: 0.1112981, PRECISION: 0.0231213, PRECISION_RECALL_MIN_DEN: 0.0849927, RECALL: 0.0825168, MAP: 0.0361519, MRR: 0.0771597, NDCG: 0.0564914, F1: 0.0361135, HIT_RATE: 0.2312128, ARHR: 0.0859580, NOVELTY: 0.0050767, AVERAGE_POPULARITY: 0.0672633, DIVERSITY_MEAN_INTER_LIST: 0.9926379, DIVERSITY_HERFINDAHL: 0.9992450, COVERAGE_ITEM: 0.4769817, COVERAGE_ITEM_CORRECT: 0.0294514, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1230150, DIVERSITY_GINI: 0.2020139, SHANNON_ENTROPY: 12.3091296, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 221, 'alpha': 0.2527132426757244, 'normalize_similarity': True} - results: ROC_AUC: 0.1218223, PRECISION: 0.0250124, PRECISION_RECALL_MIN_DEN: 0.0886314, RECALL: 0.0859470, MAP: 0.0389477, MRR: 0.0865912, NDCG: 0.0606561, F1: 0.0387442, HIT_RATE: 0.2501236, ARHR: 0.0969176, NOVELTY: 0.0050353, AVERAGE_POPULARITY: 0.0648778, DIVERSITY_MEAN_INTER_LIST: 0.9927642, DIVERSITY_HERFINDAHL: 0.9992576, COVERAGE_ITEM: 0.4784293, COVERAGE_ITEM_CORRECT: 0.0330472, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1311942, DIVERSITY_GINI: 0.1906449, SHANNON_ENTROPY: 12.2307590, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 908, 'alpha': 1.511600045143857, 'normalize_similarity': True} - results: ROC_AUC: 0.0913069, PRECISION: 0.0187282, PRECISION_RECALL_MIN_DEN: 0.0737302, RECALL: 0.0720329, MAP: 0.0296191, MRR: 0.0609661, NDCG: 0.0471341, F1: 0.0297221, HIT_RATE: 0.1872820, ARHR: 0.0663315, NOVELTY: 0.0051280, AVERAGE_POPULARITY: 0.0639254, DIVERSITY_MEAN_INTER_LIST: 0.9931998, DIVERSITY_HERFINDAHL: 0.9993012, COVERAGE_ITEM: 0.4572397, COVERAGE_ITEM_CORRECT: 0.0251242, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1049201, DIVERSITY_GINI: 0.2030369, SHANNON_ENTROPY: 12.3950793, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 747, 'alpha': 1.2668094584565601, 'normalize_similarity': False} - results: ROC_AUC: 0.0867302, PRECISION: 0.0178531, PRECISION_RECALL_MIN_DEN: 0.0707054, RECALL: 0.0691476, MAP: 0.0289559, MRR: 0.0585465, NDCG: 0.0455948, F1: 0.0283729, HIT_RATE: 0.1785314, ARHR: 0.0637486, NOVELTY: 0.0051693, AVERAGE_POPULARITY: 0.0555861, DIVERSITY_MEAN_INTER_LIST: 0.9943524, DIVERSITY_HERFINDAHL: 0.9994164, COVERAGE_ITEM: 0.4871145, COVERAGE_ITEM_CORRECT: 0.0261251, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0996351, DIVERSITY_GINI: 0.2250155, SHANNON_ENTROPY: 12.5760649, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 901, 'alpha': 1.9148395062809807, 'normalize_similarity': True} - results: ROC_AUC: 0.0826600, PRECISION: 0.0164951, PRECISION_RECALL_MIN_DEN: 0.0675421, RECALL: 0.0661398, MAP: 0.0266857, MRR: 0.0543330, NDCG: 0.0426138, F1: 0.0264016, HIT_RATE: 0.1649515, ARHR: 0.0583565, NOVELTY: 0.0051539, AVERAGE_POPULARITY: 0.0601633, DIVERSITY_MEAN_INTER_LIST: 0.9936742, DIVERSITY_HERFINDAHL: 0.9993486, COVERAGE_ITEM: 0.4479307, COVERAGE_ITEM_CORRECT: 0.0233070, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0949792, DIVERSITY_GINI: 0.1996976, SHANNON_ENTROPY: 12.4193199, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 402, 'alpha': 0.8353338438233826, 'normalize_similarity': False} - results: ROC_AUC: 0.1205010, PRECISION: 0.0248111, PRECISION_RECALL_MIN_DEN: 0.0898159, RECALL: 0.0871341, MAP: 0.0390012, MRR: 0.0847527, NDCG: 0.0607191, F1: 0.0386191, HIT_RATE: 0.2481114, ARHR: 0.0948183, NOVELTY: 0.0050530, AVERAGE_POPULARITY: 0.0671019, DIVERSITY_MEAN_INTER_LIST: 0.9924285, DIVERSITY_HERFINDAHL: 0.9992240, COVERAGE_ITEM: 0.4728393, COVERAGE_ITEM_CORRECT: 0.0313147, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1304895, DIVERSITY_GINI: 0.1943766, SHANNON_ENTROPY: 12.2421463, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 955, 'alpha': 0.07077195328898435, 'normalize_similarity': True} - results: ROC_AUC: 0.1158902, PRECISION: 0.0238480, PRECISION_RECALL_MIN_DEN: 0.0830314, RECALL: 0.0803885, MAP: 0.0366605, MRR: 0.0821253, NDCG: 0.0571207, F1: 0.0367770, HIT_RATE: 0.2384805, ARHR: 0.0920566, NOVELTY: 0.0049550, AVERAGE_POPULARITY: 0.0781887, DIVERSITY_MEAN_INTER_LIST: 0.9904487, DIVERSITY_HERFINDAHL: 0.9990261, COVERAGE_ITEM: 0.4554379, COVERAGE_ITEM_CORRECT: 0.0300905, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1248773, DIVERSITY_GINI: 0.1693985, SHANNON_ENTROPY: 11.9472014, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 856, 'alpha': 0.8628354254817223, 'normalize_similarity': True} - results: ROC_AUC: 0.1133472, PRECISION: 0.0237463, PRECISION_RECALL_MIN_DEN: 0.0860248, RECALL: 0.0834222, MAP: 0.0366825, MRR: 0.0790765, NDCG: 0.0574153, F1: 0.0369623, HIT_RATE: 0.2374627, ARHR: 0.0882867, NOVELTY: 0.0050507, AVERAGE_POPULARITY: 0.0722883, DIVERSITY_MEAN_INTER_LIST: 0.9917870, DIVERSITY_HERFINDAHL: 0.9991599, COVERAGE_ITEM: 0.4744023, COVERAGE_ITEM_CORRECT: 0.0294822, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1257581, DIVERSITY_GINI: 0.1969217, SHANNON_ENTROPY: 12.2269131, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 822, 'alpha': 1.593795393467665, 'normalize_similarity': True} - results: ROC_AUC: 0.0891343, PRECISION: 0.0180760, PRECISION_RECALL_MIN_DEN: 0.0719650, RECALL: 0.0703646, MAP: 0.0288039, MRR: 0.0591498, NDCG: 0.0458854, F1: 0.0287579, HIT_RATE: 0.1807600, ARHR: 0.0641086, NOVELTY: 0.0051364, AVERAGE_POPULARITY: 0.0624478, DIVERSITY_MEAN_INTER_LIST: 0.9934030, DIVERSITY_HERFINDAHL: 0.9993215, COVERAGE_ITEM: 0.4552685, COVERAGE_ITEM_CORRECT: 0.0246314, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1020763, DIVERSITY_GINI: 0.2027575, SHANNON_ENTROPY: 12.4081568, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 558, 'alpha': 0.5240920024016208, 'normalize_similarity': False} - results: ROC_AUC: 0.1403595, PRECISION: 0.0285181, PRECISION_RECALL_MIN_DEN: 0.1023483, RECALL: 0.0995597, MAP: 0.0462341, MRR: 0.1003665, NDCG: 0.0712035, F1: 0.0443323, HIT_RATE: 0.2851807, ARHR: 0.1128484, NOVELTY: 0.0048168, AVERAGE_POPULARITY: 0.1026492, DIVERSITY_MEAN_INTER_LIST: 0.9844241, DIVERSITY_HERFINDAHL: 0.9984238, COVERAGE_ITEM: 0.4142599, COVERAGE_ITEM_CORRECT: 0.0308450, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1482069, DIVERSITY_GINI: 0.1337166, SHANNON_ENTROPY: 11.3918741, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 315, 'alpha': 0.3472560514762844, 'normalize_similarity': False} - results: ROC_AUC: 0.1374054, PRECISION: 0.0277558, PRECISION_RECALL_MIN_DEN: 0.1006778, RECALL: 0.0979942, MAP: 0.0452282, MRR: 0.0979193, NDCG: 0.0697362, F1: 0.0432573, HIT_RATE: 0.2775585, ARHR: 0.1098918, NOVELTY: 0.0047406, AVERAGE_POPULARITY: 0.1136763, DIVERSITY_MEAN_INTER_LIST: 0.9808187, DIVERSITY_HERFINDAHL: 0.9980633, COVERAGE_ITEM: 0.3837382, COVERAGE_ITEM_CORRECT: 0.0293128, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1447842, DIVERSITY_GINI: 0.1127833, SHANNON_ENTROPY: 11.0866706, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 889, 'alpha': 1.8913937104308975, 'normalize_similarity': True} - results: ROC_AUC: 0.0832054, PRECISION: 0.0166581, PRECISION_RECALL_MIN_DEN: 0.0680095, RECALL: 0.0666012, MAP: 0.0269943, MRR: 0.0548413, NDCG: 0.0430177, F1: 0.0266472, HIT_RATE: 0.1665807, ARHR: 0.0589743, NOVELTY: 0.0051534, AVERAGE_POPULARITY: 0.0602444, DIVERSITY_MEAN_INTER_LIST: 0.9936680, DIVERSITY_HERFINDAHL: 0.9993480, COVERAGE_ITEM: 0.4483388, COVERAGE_ITEM_CORRECT: 0.0235149, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0956084, DIVERSITY_GINI: 0.1999709, SHANNON_ENTROPY: 12.4199906, 

SearchBayesianSkopt-CV: New best config found. Config 48: {'topK': 575, 'alpha': 0.48009885897470206, 'normalize_similarity': False} - results: ROC_AUC: 0.1401725, PRECISION: 0.0283778, PRECISION_RECALL_MIN_DEN: 0.1021652, RECALL: 0.0994392, MAP: 0.0462770, MRR: 0.1002960, NDCG: 0.0711910, F1: 0.0441517, HIT_RATE: 0.2837782, ARHR: 0.1126746, NOVELTY: 0.0047851, AVERAGE_POPULARITY: 0.1073428, DIVERSITY_MEAN_INTER_LIST: 0.9829774, DIVERSITY_HERFINDAHL: 0.9982791, COVERAGE_ITEM: 0.4025486, COVERAGE_ITEM_CORRECT: 0.0303061, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1475274, DIVERSITY_GINI: 0.1253532, SHANNON_ENTROPY: 11.2640316, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 193, 'alpha': 0.5002905877985798, 'normalize_similarity': True} - results: ROC_AUC: 0.1224278, PRECISION: 0.0251180, PRECISION_RECALL_MIN_DEN: 0.0898863, RECALL: 0.0870500, MAP: 0.0397475, MRR: 0.0866191, NDCG: 0.0614506, F1: 0.0389819, HIT_RATE: 0.2511796, ARHR: 0.0969460, NOVELTY: 0.0050646, AVERAGE_POPULARITY: 0.0632707, DIVERSITY_MEAN_INTER_LIST: 0.9930766, DIVERSITY_HERFINDAHL: 0.9992888, COVERAGE_ITEM: 0.4855438, COVERAGE_ITEM_CORRECT: 0.0333551, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1315213, DIVERSITY_GINI: 0.1998920, SHANNON_ENTROPY: 12.3125728, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 793, 'alpha': 0.48979014483893424, 'normalize_similarity': False} - results: ROC_AUC: 0.1402689, PRECISION: 0.0282945, PRECISION_RECALL_MIN_DEN: 0.1024119, RECALL: 0.0997191, MAP: 0.0462689, MRR: 0.1001228, NDCG: 0.0712332, F1: 0.0440773, HIT_RATE: 0.2829450, ARHR: 0.1123187, NOVELTY: 0.0047706, AVERAGE_POPULARITY: 0.1111822, DIVERSITY_MEAN_INTER_LIST: 0.9816929, DIVERSITY_HERFINDAHL: 0.9981507, COVERAGE_ITEM: 0.4004312, COVERAGE_ITEM_CORRECT: 0.0296747, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1477035, DIVERSITY_GINI: 0.1231771, SHANNON_ENTROPY: 11.1977279, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 52, 'alpha': 1.354524897997973, 'normalize_similarity': False} - results: ROC_AUC: 0.0644725, PRECISION: 0.0124742, PRECISION_RECALL_MIN_DEN: 0.0521820, RECALL: 0.0513928, MAP: 0.0213855, MRR: 0.0429050, NDCG: 0.0337238, F1: 0.0200720, HIT_RATE: 0.1247424, ARHR: 0.0457255, NOVELTY: 0.0053513, AVERAGE_POPULARITY: 0.0298156, DIVERSITY_MEAN_INTER_LIST: 0.9961599, DIVERSITY_HERFINDAHL: 0.9995971, COVERAGE_ITEM: 0.5273917, COVERAGE_ITEM_CORRECT: 0.0230067, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0728828, DIVERSITY_GINI: 0.2762173, SHANNON_ENTROPY: 13.0058813, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 494, 'alpha': 1.6358457433561624, 'normalize_similarity': True} - results: ROC_AUC: 0.0873663, PRECISION: 0.0175683, PRECISION_RECALL_MIN_DEN: 0.0707038, RECALL: 0.0692024, MAP: 0.0284642, MRR: 0.0579976, NDCG: 0.0451782, F1: 0.0280192, HIT_RATE: 0.1756827, ARHR: 0.0625949, NOVELTY: 0.0051512, AVERAGE_POPULARITY: 0.0588979, DIVERSITY_MEAN_INTER_LIST: 0.9938602, DIVERSITY_HERFINDAHL: 0.9993672, COVERAGE_ITEM: 0.4557613, COVERAGE_ITEM_CORRECT: 0.0244774, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1001384, DIVERSITY_GINI: 0.2042288, SHANNON_ENTROPY: 12.4424538, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 79, 'alpha': 1.9952995667127036, 'normalize_similarity': True} - results: ROC_AUC: 0.0728876, PRECISION: 0.0140398, PRECISION_RECALL_MIN_DEN: 0.0586903, RECALL: 0.0576208, MAP: 0.0234490, MRR: 0.0475295, NDCG: 0.0372984, F1: 0.0225755, HIT_RATE: 0.1403976, ARHR: 0.0504077, NOVELTY: 0.0052366, AVERAGE_POPULARITY: 0.0433882, DIVERSITY_MEAN_INTER_LIST: 0.9952308, DIVERSITY_HERFINDAHL: 0.9995042, COVERAGE_ITEM: 0.4621983, COVERAGE_ITEM_CORRECT: 0.0226449, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0828740, DIVERSITY_GINI: 0.2129467, SHANNON_ENTROPY: 12.6025150, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 141, 'alpha': 0.8586288503246606, 'normalize_similarity': True} - results: ROC_AUC: 0.1091757, PRECISION: 0.0219768, PRECISION_RECALL_MIN_DEN: 0.0822248, RECALL: 0.0799917, MAP: 0.0356296, MRR: 0.0757770, NDCG: 0.0552544, F1: 0.0344782, HIT_RATE: 0.2197678, ARHR: 0.0837101, NOVELTY: 0.0051363, AVERAGE_POPULARITY: 0.0549215, DIVERSITY_MEAN_INTER_LIST: 0.9941690, DIVERSITY_HERFINDAHL: 0.9993981, COVERAGE_ITEM: 0.4870375, COVERAGE_ITEM_CORRECT: 0.0308065, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1188121, DIVERSITY_GINI: 0.2154178, SHANNON_ENTROPY: 12.4964669, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 358, 'alpha': 0.5886917550277136, 'normalize_similarity': True} - results: ROC_AUC: 0.1201478, PRECISION: 0.0250504, PRECISION_RECALL_MIN_DEN: 0.0892985, RECALL: 0.0864736, MAP: 0.0387372, MRR: 0.0842193, NDCG: 0.0603344, F1: 0.0388439, HIT_RATE: 0.2505042, ARHR: 0.0943751, NOVELTY: 0.0050496, AVERAGE_POPULARITY: 0.0669258, DIVERSITY_MEAN_INTER_LIST: 0.9925899, DIVERSITY_HERFINDAHL: 0.9992402, COVERAGE_ITEM: 0.4809163, COVERAGE_ITEM_CORRECT: 0.0324158, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1312445, DIVERSITY_GINI: 0.1962093, SHANNON_ENTROPY: 12.2546337, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 363, 'alpha': 1.215163858537233, 'normalize_similarity': False} - results: ROC_AUC: 0.0849037, PRECISION: 0.0174623, PRECISION_RECALL_MIN_DEN: 0.0692873, RECALL: 0.0677984, MAP: 0.0279618, MRR: 0.0570828, NDCG: 0.0444005, F1: 0.0277683, HIT_RATE: 0.1746226, ARHR: 0.0621356, NOVELTY: 0.0051949, AVERAGE_POPULARITY: 0.0495786, DIVERSITY_MEAN_INTER_LIST: 0.9949503, DIVERSITY_HERFINDAHL: 0.9994762, COVERAGE_ITEM: 0.4927661, COVERAGE_ITEM_CORRECT: 0.0266949, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0977476, DIVERSITY_GINI: 0.2309101, SHANNON_ENTROPY: 12.6497506, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 501, 'alpha': 0.6600491275938009, 'normalize_similarity': True} - results: ROC_AUC: 0.1183338, PRECISION: 0.0247551, PRECISION_RECALL_MIN_DEN: 0.0887563, RECALL: 0.0859793, MAP: 0.0381349, MRR: 0.0827397, NDCG: 0.0595821, F1: 0.0384381, HIT_RATE: 0.2475513, ARHR: 0.0927666, NOVELTY: 0.0050445, AVERAGE_POPULARITY: 0.0691529, DIVERSITY_MEAN_INTER_LIST: 0.9922441, DIVERSITY_HERFINDAHL: 0.9992056, COVERAGE_ITEM: 0.4781136, COVERAGE_ITEM_CORRECT: 0.0312608, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1300113, DIVERSITY_GINI: 0.1952233, SHANNON_ENTROPY: 12.2283282, 
